NUMERO_CASO;NUMERO_BANCO;NOME_BANCO;CNPJ_OU_COMPE_BANCO;NUMERO_AGENCIA;NUMERO_CONTA;TIPO;NOME_TITULAR;CPF_CNPJ_TITULAR;DESCRICAO_LANCAMENTO;CNAB;DATA_LANCAMENTO;NUMERO_DOCUMENTO;NUMERO_DOCUMENTO_TRANSACAO;LOCAL_TRANSACAO;VALOR_TRANSACAO;NATUREZA_LANCAMENTO;VALOR_SALDO;NATUREZA_SALDO;CPF_CNPJ_OD;NOME_PESSOA_OD;TIPO_PESSOA_OD;NUMERO_BANCO_OD;NUMERO_AGENCIA_OD;NUMERO_CONTA_OD;CODIGO_BARRAS;OBSERVACAO;NOME_ENDOSSANTE_CHEQUE;DOC_ENDOSSANTE_CHEQUE
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;09/07/2012;"""75125""";"""75125""";0;10;D;457,6;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;09/07/2012;"""71238""";"""71238""";0;20;D;437,6;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;10/07/2012;"""510001770""";"""510001770""";0;7;D;430,6;C;423.797.330-15;"SUELENE M O SO";1;1;1239;"""1500057702""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;10/07/2012;"""510001770""";"""510001770""";0;143;D;287,6;C;423.797.330-15;"SUELENE M O SO";1;1;1239;"""1500057702""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;10/07/2012;"""9143""";"""9143""";0;287;D;,6;C;394.044.190-28;"AILSON BARBOSA";1;1;4546;"""95230""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Cheque BB Liquidado";201;12/07/2012;"""10205""";"""10205""";0;5988;C;5988,6;C;;;;1;0;;;"CH BB LIQU.";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;12/07/2012;"""5962""";"""5962""";0;5;D;5983,6;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;12/07/2012;"""5962""";"""5962""";0;8;D;5975,6;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;12/07/2012;"""7197""";"""7197""";0;500;D;5475,6;C;669.258.270-91;"CARLOS BARBOSA";1;1;4546;"""75978""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;12/07/2012;"""74338""";"""74338""";0;50;D;5425,6;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;13/07/2012;"""23591""";"""23591""";0;775;D;4650,6;C;344.870.045-27;"ELIO LUIZ BORG";1;1;377;"""431955""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;13/07/2012;"""13396""";"""13396""";0;1800;D;2850,6;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;16/07/2012;"""4757""";"""4757""";0;,6;D;2850;C;926.776.080-73;"VALDECI ABADIA";1;1;4540;"""27170""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;16/07/2012;"""7197""";"""7197""";0;,03;D;2849,97;C;669.258.270-91;"CARLOS BARBOSA";1;1;4546;"""75978""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;16/07/2012;"""6901""";"""6901""";0;350;D;2499,97;C;009.928.500-29;"GUILEMAR VICEN";1;1;4546;"""69059""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;16/07/2012;"""4757""";"""4757""";0;599,4;D;1900,57;C;926.776.080-73;"VALDECI ABADIA";1;1;4540;"""27170""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;16/07/2012;"""73921""";"""73921""";0;130;D;1770,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;16/07/2012;"""73921""";"""73921""";0;200;D;1570,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;23/07/2012;"""72020""";"""72020""";0;90;D;1480,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;25/07/2012;"""6901""";"""6901""";0;100;C;1580,57;C;009.928.500-29;"GUILEMAR VICEN";1;1;4546;"""69059""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;25/07/2012;"""5962""";"""5962""";0;380;C;1960,57;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Deposito Em Dinheiro";201;25/07/2012;"""10205""";"""10205""";0;560;C;2520,57;C;;;;1;0;;;DEP.DINHEIRO;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;25/07/2012;"""5962""";"""5962""";0;5;D;2515,57;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;25/07/2012;"""5962""";"""5962""";0;490;D;2025,57;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;27/07/2012;"""510008425""";"""510008425""";0;170;C;2195,57;C;281.479.310-18;"ZITA AMELI";1;1;4546;"""1500082418""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;27/07/2012;"""73881""";"""73881""";0;50;D;2145,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;27/07/2012;"""73188""";"""73188""";0;120;D;2025,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;27/07/2012;"""73881""";"""73881""";0;10;D;2015,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saquepessoal";105;30/07/2012;"""4546""";"""4546""";0;2;D;2013,57;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2012,47;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2011,37;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2010,27;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2009,17;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2008,07;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;30/07/2012;"""4546""";"""4546""";0;1,1;D;2006,97;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;2005,27;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;2003,57;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;2001,87;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;2000,17;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;1998,47;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;30/07/2012;"""4546""";"""4546""";0;1,7;D;1996,77;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;30/07/2012;"""73164""";"""73164""";0;60;D;1936,77;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;31/07/2012;"""5962""";"""5962""";0;12;D;1924,77;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;02/08/2012;"""73188""";"""73188""";0;444,2;D;1480,57;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;02/08/2012;"""73188""";"""73188""";0;155,8;D;1324,77;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Juros;205;10/08/2012;"""0""";"""0""";0;6,03;C;1330,8;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;13/08/2012;"""9143""";"""9143""";0;470;D;860,8;C;394.044.190-28;"AILSON BARBOSA";1;1;4546;"""95230""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;16/08/2012;"""5962""";"""5962""";0;12;D;848,8;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;16/08/2012;"""72084""";"""72084""";0;200;D;648,8;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;16/08/2012;"""72084""";"""72084""";0;500;D;148,8;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;20/08/2012;"""8283""";"""8283""";0;3976;C;4124,8;C;01.415.238/1110-58;"TRANSPORTES PA";2;1;4546;"""84830""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;21/08/2012;"""73808""";"""73808""";0;1000;D;3124,8;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;23/08/2012;"""73027""";"""73027""";0;130;D;2994,8;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;23/08/2012;"""15409""";"""15409""";0;1653,16;D;1341,64;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;24/08/2012;"""5962""";"""5962""";0;12;D;1329,64;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;24/08/2012;"""73921""";"""73921""";0;800;D;529,64;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;27/08/2012;"""72084""";"""72084""";0;380,84;D;148,8;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Saque;114;27/08/2012;"""72084""";"""72084""";0;19,16;D;129,64;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;28/08/2012;"""5962""";"""5962""";0;1000;C;1129,64;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saquepessoal";105;28/08/2012;"""4546""";"""4546""";0;2;D;1127,64;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1125,94;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1124,24;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1122,54;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1120,84;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1119,14;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Saqueterminal";105;28/08/2012;"""4546""";"""4546""";0;1,7;D;1117,44;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""1500019648""";2;"BETO BARBOSA";552.296.460-04;Juros;205;11/09/2012;"""0""";"""0""";0;,59;C;1118,03;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
